URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,79,33,0.41,0.09,259,44.62,121.45,25,572,1282,3,"We, us",7
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,147,71,0.35,0.1,265,40.15,122.06,25,868,2162,3,"We, we, us",7
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,222,106,0.35,0.1,266,41.77,123.11,25,1370,3280,3,"We, we, us",7
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,296,130,0.39,0.1,254,40.68,117.87,24,1739,4275,3,"We, we, us",7
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,355,153,0.4,0.1,252,40.17,116.87,24,2143,5335,3,"We, we, us",7
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,411,176,0.4,0.1,252,39.79,116.72,23,2435,6120,3,"my, We, My, us, I, we",7
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,441,188,0.4,0.09,249,39.28,115.31,23,2614,6654,3,"my, We, My, us, I, we",7
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,444,188,0.41,0.09,237,39.32,110.53,22,2670,6790,3,"my, We, My, us, I, we",7
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,490,201,0.42,0.09,234,39.17,109.27,22,2860,7302,3,"my, We, My, us, I, we",7
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,570,241,0.41,0.09,243,39.24,112.9,23,3386,8630,3,"my, We, My, us, I, we",7
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,629,301,0.35,0.09,250,39.22,115.69,23,3857,9835,3,"my, We, My, us, I, we",7
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,677,320,0.36,0.09,241,39.71,112.28,23,4228,10646,3,"my, We, My, us, I, we",7
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,714,344,0.35,0.09,240,39.47,111.79,23,4539,11501,3,"my, We, My, us, I, we",7
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,789,368,0.36,0.09,237,39.22,110.49,22,4887,12461,3,"my, We, My, us, I, we",7
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,859,390,0.38,0.09,232,39.19,108.48,22,5273,13455,3,"my, We, My, us, I, we",7
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,890,390,0.39,0.09,229,39.38,107.35,21,5471,13892,3,"my, We, My, us, I, we",7
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,995,429,0.4,0.1,239,39.35,111.34,22,5877,14934,3,"my, We, My, us, I, we",7
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,1025,429,0.41,0.09,230,39.54,107.82,21,6123,15486,3,"my, We, My, us, I, we",7
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,1043,435,0.41,0.09,224,39.7,105.48,21,6362,16024,3,"my, We, My, us, I, we",7
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1048,438,0.41,0.09,219,39.67,103.47,21,6450,16259,3,"my, We, My, us, I, we",7
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,1051,438,0.41,0.09,215,39.68,101.87,20,6506,16395,3,"my, We, My, us, I, we",7
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1089,505,0.37,0.09,217,39.64,102.66,20,6853,17290,3,"my, We, My, us, I, we",7
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,1113,520,0.36,0.09,217,39.59,102.64,20,7054,17819,3,"my, We, My, us, I, we",7
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,1188,558,0.36,0.09,220,39.4,103.76,21,7455,18919,3,"my, We, My, us, I, we",7
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,1244,561,0.38,0.09,217,39.48,102.59,20,7666,19419,3,"my, We, My, us, I, we",7
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,1254,562,0.38,0.09,216,39.4,102.16,20,7791,19773,3,"my, We, My, us, I, we",7
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,1280,570,0.38,0.09,213,39.36,100.94,20,8010,20350,3,"my, We, My, us, I, we",7
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1297,578,0.38,0.09,210,39.4,99.76,20,8183,20767,3,"my, We, My, us, I, we",7
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1319,586,0.38,0.09,209,39.44,99.38,20,8316,21083,3,"my, We, My, us, I, we",7
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1328,586,0.39,0.09,207,39.49,98.6,19,8413,21304,3,"my, We, My, us, I, we",7
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1358,619,0.37,0.09,208,39.35,98.94,20,8595,21842,3,"my, We, My, us, I, we",7
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1372,621,0.38,0.09,206,39.33,98.13,19,8680,22071,3,"my, We, My, us, I, we",7
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,1413,632,0.38,0.09,205,39.5,97.8,19,8931,22610,3,"my, We, My, us, I, we",7
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1418,638,0.38,0.09,203,39.49,97.0,19,9010,22815,3,"my, We, My, us, I, we",7
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,1430,663,0.37,0.09,202,39.47,96.59,19,9128,23124,3,"my, We, My, us, I, we",7
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,1465,711,0.35,0.09,203,39.66,97.06,19,9609,24226,3,"my, We, My, us, I, we",7
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1525,733,0.35,0.09,205,39.51,97.8,19,9969,25234,3,"my, We, My, us, I, we",7
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,1575,758,0.35,0.09,207,39.34,98.54,19,10292,26162,3,"my, We, My, us, I, we",7
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1604,765,0.35,0.09,207,39.3,98.52,19,10483,26674,3,"my, We, My, us, I, we",7
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,1658,773,0.36,0.09,209,39.29,99.32,20,10788,27460,3,"my, We, My, us, I, we",7
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,1696,779,0.37,0.09,209,39.33,99.33,19,10941,27817,3,"my, We, My, us, I, we",7
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,1748,794,0.38,0.09,209,39.37,99.35,20,11368,28878,3,"my, We, My, us, I, we",7
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,1785,863,0.35,0.09,209,39.32,99.33,19,11602,29507,3,"my, We, My, us, I, we",7
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,1852,885,0.35,0.09,208,39.08,98.83,19,11800,30197,3,"my, We, My, us, I, we",7
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,1873,911,0.35,0.09,208,38.87,98.75,19,12012,30902,3,"my, We, My, us, I, we",7
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,1905,933,0.34,0.09,206,38.88,97.95,19,12308,31655,3,"my, We, My, us, I, we",7
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,1942,1006,0.32,0.09,206,38.85,97.94,19,12549,32299,3,"my, We, My, us, I, we",7
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,1971,1014,0.32,0.09,206,38.84,97.94,19,12731,32779,3,"my, We, My, us, I, we",7
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,1983,1020,0.32,0.09,205,38.84,97.54,19,12841,33063,3,"my, We, My, us, I, we",7
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,2012,1038,0.32,0.09,205,38.82,97.53,19,13054,33625,3,"my, We, My, us, I, we",7
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,2044,1071,0.31,0.09,205,38.74,97.5,19,13342,34436,3,"my, We, My, us, I, we",7
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,2069,1082,0.31,0.09,191,38.25,91.7,18,14004,36609,3,"my, We, My, us, I, we",7
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,2112,1132,0.3,0.09,193,38.26,92.5,18,14404,37651,3,"my, We, My, us, I, we",7
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,2144,1193,0.28,0.09,195,38.44,93.38,18,14868,38681,3,"my, We, My, us, I, we",7
91,https://insights.blackcoffer.com/human-rights-outlook/,2152,1194,0.29,0.09,194,38.44,92.98,18,14946,38885,3,"my, We, My, us, I, we",7
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,2194,1198,0.29,0.09,194,38.45,92.98,18,15180,39479,3,"my, We, My, us, I, we",7
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,2243,1231,0.29,0.09,196,38.33,93.73,18,15534,40531,3,"my, We, My, us, I, we",7
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,2296,1245,0.3,0.09,196,38.4,93.76,18,15973,41596,3,"my, We, My, us, I, we",7
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,2335,1275,0.29,0.09,196,38.35,93.74,18,16233,42329,3,"my, We, ours, My, us, I, we",7
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,2355,1316,0.28,0.08,197,38.33,94.13,18,16654,43448,3,"my, We, ours, My, us, I, we",7
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,2377,1358,0.27,0.08,197,38.32,94.13,18,16904,44111,3,"my, We, ours, My, us, I, we",7
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,2422,1402,0.27,0.09,198,38.31,94.52,19,17186,44863,3,"my, We, ours, My, us, I, we",7
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,2453,1428,0.26,0.09,199,38.32,94.93,19,17469,45588,3,"my, We, ours, My, us, I, we",7
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,2476,1461,0.26,0.08,194,38.28,92.91,18,17780,46442,3,"my, We, ours, My, us, I, we",7
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,2485,1464,0.26,0.08,193,38.28,92.51,18,17865,46667,3,"my, We, ours, My, us, I, we",7
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,2518,1508,0.25,0.08,194,38.22,92.89,18,18113,47387,3,"my, We, ours, My, us, I, we",7
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,2532,1533,0.25,0.08,192,38.2,92.08,18,18286,47866,3,"my, We, ours, My, us, I, we",7
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,2565,1588,0.24,0.09,194,38.2,92.88,18,18582,48650,3,"my, We, ours, My, us, I, we",7
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,2600,1622,0.23,0.09,194,38.14,92.86,18,18803,49299,3,"my, We, ours, My, us, I, we",7
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,2604,1622,0.23,0.09,193,38.15,92.46,18,18895,49523,3,"my, We, ours, My, us, I, we",7
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,2629,1625,0.24,0.09,192,38.11,92.04,18,19041,49957,3,"my, We, ours, My, us, I, we",7
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,2666,1677,0.23,0.09,192,38.1,92.04,18,19277,50598,3,"my, We, ours, My, us, I, we",7
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,2702,1699,0.23,0.09,192,38.0,92.0,18,19400,51052,3,"my, We, ours, My, us, I, we",7
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,2714,1736,0.22,0.09,190,37.97,91.19,18,19663,51786,3,"my, We, ours, My, us, I, we",7
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,2738,1767,0.22,0.09,190,37.96,91.18,18,19922,52482,3,"my, We, ours, My, us, I, we",7
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,2773,1814,0.21,0.09,191,37.96,91.58,18,20197,53209,3,"my, We, ours, My, us, I, we",7
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,2796,1835,0.21,0.09,191,37.96,91.58,18,20417,53785,3,"my, We, ours, My, us, I, we",7
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,2845,1881,0.2,0.09,193,37.92,92.37,18,20761,54752,3,"my, We, ours, My, us, I, we",7
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,2870,1919,0.2,0.09,194,37.93,92.77,18,21146,55745,3,"my, We, ours, My, us, I, we",7
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,2900,1944,0.2,0.09,194,37.8,92.72,18,21290,56326,3,"my, We, ours, My, us, I, we",7
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,2945,2006,0.19,0.09,195,37.75,93.1,18,21688,57457,3,"my, We, ours, My, us, I, we",7
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,2994,2059,0.19,0.09,195,37.72,93.09,18,21953,58202,3,"my, We, ours, My, us, I, we",7
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,3005,2073,0.18,0.09,194,37.73,92.69,18,22083,58523,3,"my, We, ours, My, us, I, we",7
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,3053,2160,0.17,0.09,197,37.68,93.87,19,22586,59943,3,"my, We, ours, My, us, I, we",7
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,3108,2221,0.17,0.09,198,37.6,94.24,19,22868,60818,2,"my, We, ours, My, us, I, we",7
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,3157,2286,0.16,0.09,199,37.58,94.63,19,23265,61911,2,"my, We, ours, My, us, I, we",7
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,3214,2370,0.15,0.09,199,37.58,94.63,19,23699,63063,2,"my, We, ours, My, us, I, we",7
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,3243,2411,0.15,0.09,198,37.61,94.24,19,23969,63737,2,"my, We, ours, My, us, I, we",7
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,3306,2429,0.15,0.09,200,37.64,95.06,19,24413,64857,2,"my, We, ours, My, us, I, we",7
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,3327,2452,0.15,0.09,201,37.64,95.46,19,24636,65443,2,"my, We, ours, My, us, I, we",7
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,3370,2536,0.14,0.09,202,37.67,95.87,19,24982,66321,2,"my, We, ours, My, us, I, we",7
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,3380,2551,0.14,0.09,201,37.68,95.47,19,25096,66604,2,"my, We, ours, My, us, I, we",7
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,3391,2558,0.14,0.09,201,37.69,95.48,19,25253,67007,2,"my, We, ours, My, us, I, we",7
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,3420,2620,0.13,0.09,198,37.59,94.24,19,25638,68211,2,"my, We, ours, My, us, I, we",7
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,3517,2650,0.14,0.09,200,37.61,95.04,19,26081,69350,2,"my, We, ours, My, us, I, we",7
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,3551,2670,0.14,0.09,201,37.63,95.45,19,26450,70291,2,"my, We, ours, My, us, I, we",7
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,3581,2689,0.14,0.09,201,37.68,95.47,19,26690,70838,3,"my, We, ours, My, us, I, we",7
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,3592,2699,0.14,0.09,200,37.7,95.08,19,26824,71158,3,"my, We, ours, My, us, I, we",7
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,3605,2706,0.14,0.09,200,37.68,95.07,19,26926,71462,3,"my, We, ours, My, us, I, we",7
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,3609,2720,0.14,0.09,199,37.69,94.68,19,27053,71784,3,"my, We, ours, My, us, I, we",7
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,3617,2728,0.14,0.09,199,37.69,94.68,19,27152,72041,3,"my, We, ours, My, us, I, we",7
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,3626,2739,0.14,0.09,198,37.69,94.28,19,27255,72308,3,"my, We, ours, My, us, I, we",7
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,3634,2741,0.14,0.09,197,37.7,93.88,19,27342,72532,3,"my, We, ours, My, us, I, we",7
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,3657,2792,0.13,0.09,198,37.69,94.28,19,27580,73173,3,"my, We, ours, My, us, I, we",7
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,3669,2812,0.13,0.09,197,37.68,93.87,19,27714,73546,3,"my, We, ours, My, us, I, we",7
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,3722,2877,0.13,0.09,198,37.76,94.3,19,28196,74674,3,"my, We, ours, My, us, I, we",7
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,3730,2902,0.12,0.09,197,37.73,93.89,19,28352,75139,3,"my, We, ours, My, us, I, we",7
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,3733,2902,0.13,0.09,197,37.74,93.9,19,28408,75275,3,"my, We, ours, My, us, I, we",7
145,https://insights.blackcoffer.com/blockchain-in-fintech/,3752,2913,0.13,0.09,197,37.75,93.9,19,28616,75799,3,"my, We, ours, My, us, I, we",7
146,https://insights.blackcoffer.com/blockchain-for-payments/,3784,2940,0.13,0.09,197,37.73,93.89,19,28853,76478,3,"my, We, ours, My, us, I, we",7
147,https://insights.blackcoffer.com/the-future-of-investing/,3829,2951,0.13,0.09,197,37.75,93.9,19,29161,77247,3,"my, We, ours, My, us, I, we",7
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,3862,2995,0.13,0.09,198,37.82,94.33,19,29513,78031,3,"my, We, ours, My, us, I, we",7
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,3895,2998,0.13,0.09,197,37.87,93.95,19,29722,78484,3,"my, We, ours, My, us, I, we",7
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,3943,3037,0.13,0.09,198,37.86,94.34,19,29987,79199,3,"my, We, ours, My, us, I, we",7
